text,annotation
ዴሞክራሲያዊ ሥርዓት ያለ ነፃ ፕሬስ የማይታሰብ መሆኑን የጠቀሱት ኃላፊው መንግስት የበለጠ ግልፅ የሆነ አሰራር ለመከተል ካሰበ የነፃው ፕሬስ ጋዜጠኞች ያለምንም ገደብ መረጃ እንዲያገኙ ማድረግ በመንግሥት ጋዜጣዊ መግለጫዎች ላይ እንዳይገኙ ይደረግባቸው የነበረው እገዳም የሚነሱበት ሁኔታ ማመቻቸት አለበት ብለዋል። ሚስተር ኢቭ በቆይታቸው ከመንግሥት ባለሥልጣናት በተጨማሪ ከተለያዩ የሲቪክና የሙያ ማኅበራት፣ ከፖለቲካ ድርጅቶች፣ ከዓለም አቀፍ የዜና አውታሮች ባለሙያዎችና ከግለሰቦች ጋር ተመሳሳይ ውይይት በማድረግ በአገሪቱ ስላለው ተጨባጭ ሁኔታ ስለፕሬስ ነፃነት ተግባራዊነት የቅርብ ምልከታ እንደሚያደርጉና አጠቃላይ ግንዛቤያቸውን በመጪው ቅዳሜ ከጋዜጠኞች ጋር በሚያደርጉት ሰፊ ውይይት ላይ እንደሚያብራሩ አስታውቀዋል።,"[('ሚስተር', 'TTL'), ('ኢቭ', 'PER'), ('ቅዳሜ', 'TIME')]"
አቶ ክፍሌ ሙላት የኢነጋማ ፕሬዝዳንት በበኩላቸው በዓለማችን ከሚገኙ ዓለም አቀፍ የፕሬስ ተቋማትና የጋዜጠኞች መብት ተንከባካቢ ድርጅቶች መካከል ግንባር ቀደም የሆነውንና በኢትዮጵያ ጋዜጠኞችና ኅብረትሰባችንን ዘንድ የላቀ አክብሮት የተቀዳጀውን ሲፒጄን በመወከል አስተባባሪው ለመጀመሪያ ጊዜ በኢትዮጵያ ጉብኝት ለማድረግ በመምጣታቸው በማህበሩ የሥራ አስፈፃሚ ኮሚቴና በመላ አባላቱ ስም ላቅ ያለ ደስታ የተሰማቸው መሆኑን ገልጠዋል።,"[('አቶ', 'TTL'), ('ክፍሌ ሙላት', 'PER'), ('የኢነጋማ', 'ORG'), ('ሲፒጄን', 'ORG')]"
የሶማሌ ክልል ትምህርት ቢሮ ከኮተቤ መምህራን ኮሌጅ ባገኘው የሠልጣኝ መምህራን ኮታ አማርኛ ተናጋሪዎችን አልቀበልም ማለቱ አግባብ ያለመሆኑ ተማሪዎች አመለከቱ።,"[('ከኮተቤ መምህራን ኮሌጅ', 'ORG')]"
ስማቸው እንዲጠቀስ ያልፈለጉትና ከ100 በላይ የሚሆኑት ተማሪዎች በተወካዮቻቸው አማካኝነት ሰሞኑን ለመንግሥት የዜና ምንጭ እንደገለጹት በቅርቡ የኮተቤ መምህራን ኮሌጅ ለክልሉ 42 ተማሪውችን ለመቀበል ዕድል ቢሰጥም ቢሮው የአማሪኛ ቋንቋ ተማሪዎችን አልቀበልም ብሏል። ኮሌጁ ትምህርቱን የሚሰጠው በተለያዩ የትምህርት ዓይነቶች ሆኖ ሳለና ክልሉ የራሱን ቋንቋ የሚያስለጥንበት የማሠልጠኛ ተቋም እያለው ወደ ኮሌጁ በግቢያ በቂ ነጥብ እያለን መከልከላችን ሕገ መንግሥታዊ መብታችንን መንፈግ ነው ሲሉ አስተያየት ሰጪዎቹ አስረድተዋል።,"[('የኮተቤ መምህራን ኮሌጅ', 'ORG')]"
በኮተቤ መምህራን ኮሌጅ የሚገቡ ተማሪዎችን ምልመላ በፊርማቸው አጽድቀው ልከዋል የተባሉትን የክልሉ ም/ ቤት አባልና የአቅም ግንባታ ዘርፍ ኃላፊ ለማነጋገር ጥረት ቢደረግም 171;በቢሮ ውስጥ የሉም!! 187; ስብሰባ ላይ ናቸው 187; ከመባል ውጪ ለማግኘት አለመቻሉም ተገልጿል። የኮተቤ መምህራን ኮሌጅ በበኩሉ የሚቀበላቸው ተማሪዎች የኮሌጁን የመግቢያ ነጥብ ያሟሉ ከመሆናቸው ውጪ ሌላ መመዘኛ እንደሌለው አስታውቋል።,"[('በኮተቤ መምህራን ኮሌጅ', 'ORG'), ('የኮተቤ መምህራን ኮሌጅ', 'ORG')]"
""" ሲቪክ ኤዱኬሽን ኢትዮጵያ"" የተሰኘ ድርጅት በቅርቡ ባዘጋጀው ወርሃዊ ውይይት ላይ በሕገ ወጥ መንገድ ከሀገር የሚወጡ ሴቶችን በተመለከተ የተለያዩ ባለሙያዎችን በመጋበዝ ከተሣታፊዎች ጋር አነጋግሮ ነበር።","[('ሲቪክ ኤዱኬሽን ኢትዮጵያ', 'ORG')]"
በዓለም አቀፍ የስደተኞች ድርጅት የፕሮግራም አስተባባሪ እና የሕግ ባለሙያ የሆኑት ወይዘሪት ራኬብ በውይይቱ ላይ ባሰሙት ሰፋ ያለ ንግግር እ. ኤ. አ 2002 ዓ. ም በሊባኖስ ብቻ ከ20- 25 ሺህ የሚደርሱ ኢትዮጵያውያን ሴቶች እንደሚገኙ አለም አቀፉ የስደተኞች ድርጅት በቅርቡ የደረሰው መረጃ አመልክቷል። ይህም ሁኔታ ሊባኖስ ውስጥ ካሉ የውጭ ዜጐች ውስጥ ኢትዮጵያን ከ2ኛ እስከ 3ኛ ደረጃ ላይ ያስቀመጣት ሲሆን 80 ሺህ ዜጐች በሊባኖስ ከሚገኙባት ስሪላንካም ቀጣይ አድርጓታል።,"[('በዓለም አቀፍ የስደተኞች ድርጅት', 'ORG'), ('ራኬብ', 'PER'), ('እ. ኤ. አ 2002 ዓ. ም', 'TIME'), ('በሊባኖስ', 'LOC'), ('ሊባኖስ', 'LOC'), ('በሊባኖስ', 'LOC')]"
በሕገ ወጥ መንገድ ሰዎችን በተለይ ሴቶችን ከሃገር ስለማስኰብለል እ. ኤ. አ በ1998 ዓ. ም. መገናኛ ብዙኃን ችግሩን በመኮነን ሰፊ ትኩረት ሲሰጡ እንደነበር ያስታወሱት ባለሙያዋ ከምንም በላይ ሁኔታው በተባባሰበት በአሁኑ ጊዜ ላይ ለምን ዝም እንደተባለ አላውቅም ብለዋል።,"[('እ. ኤ. አ በ1998 ዓ. ም.', 'TIME')]"
""" ከኢትዮጵያ ምን ያህል ሰው እንደሚያስኰበልሉ ግልፅ አይደለም"" የሚሉት ወይዘሪት ራኬብ"" ሰራተኛና ማኅበራዊ ጉዳይ ሚኒስቴር ካወጣው ሕግ ውጭ በኢትዮጵያ በትክክል ስለዚህ ወንጀል የተደነገገ ሕግ የለም ብዙ ጊዜ ለዚህ ጉዳይ የሚጠቀሰው ባርነትን በተመለከተ የሰፈረው ሕግ ነው ምንም አይነት መረጃ እንዳይኖረን ያደረገው አንዱ ምክንያት ይህ ነው። ሌላው በድለላ የተሰማሩት ሰዎች ብዙ ገንዘብ ያላቸው፣ ብዙ ሰዎች የሚያውቁ በመሆናቸው ተጠቂዎች ደፍረው ለመንግሥት አካል ሪፖርት እንዳያደርጉ ይዝቱባቸዋል።"" ሲሉ ሁኔታውን ለመቆጣጠር ያለውን ችግር በዝርዝር አስቀምጠዋል። በተጨማሪም በመንግሥት በኩል ትኩረት ስላልተሰጠው በአየር መንገድ፣ በስደተኞች ጉዳይ እንዲሁም በፖሊስ በኩል መረጃ ለማሰባሰብ መቸገራቸውን ጠቅሰዋል።","[('ወይዘሪት', 'TTL'), ('ራኬብ', 'PER'), ('ሰራተኛና ማኅበራዊ ጉዳይ ሚኒስቴር', 'ORG'), ('በአየር መንገድ', 'ORG')]"
ከኢትዮጵያ በብዙ ሺህ የሚቆጠሩ ሴቶች ወደ ቤይሩት እንደሚሄዱ በምሣሌነት ያስቀመጡት ባለሙያዋ ኢትዮጵያ ግን ከሊባኖስ (ቤይሩት) ጋር በአሰሪና ሠራተኛ ጉዳይ የሁለትዮሽ ግንኙነት ስለሌላት የኢትዮጵያ ዜጐች በዚያ ሀገር ችግር ሲገጥማቸው በመንግሥት ደረጃ ውል ለማድረግ አስቸጋሪ ሆኗል። ስምምነት ቢኖር የሴቶችን መብት ማስከበርም ሆነ ችግር ሲደርስባቸው መፍትሄ ለማበጀት ይቻል ነበር ብለዋል።,"[('ከሊባኖስ (ቤይሩት)', 'LOC')]"
"ወይዘሪት ራኬብ ቀጥለውም"" በዚህ መልኩ የሚሄዱት ኢትዮጵያውያን እዛ የሚሰማሩበት የሥራ መስክ የቤት ሠራተኝነት ነው። የቤት ውስጥ ስራ የሚሰሩት አብዛኞቹ ደግሞ ሴቶች በመሆናቸው ወደ ሊባኖስ ከሚያመሩት ከፍተኛውን ቁጥር የያዙት እነሱ ናቸው። በተለያዩ ቡና ቤቶች ለሴተኛ አዳሪነት የተቀጠሩ ሴቶችም አሉ። ትዳር ፈላጊው በጣም ያረጀ ወይም በሽተኛ ይሆንና ለሚስትነትም ይላካሉ። አብዛኞቹ ሴቶች ማታለል ይፈፀምባቸዋል። ለተለያዩ ዓላማዎች የሚላኩት ሴቶች እዚህ ሀገር ሲሄዱ የሚያጋጥማቸውን ከወዲሁ አይገነዘቡም። ለቤት ሠራተኝነት ከዚህ የተላከች ሴት እዚያ ስትደርስ ለቡና ቤት የምትሸጥበት ጊዜም አለ።"" ካሉ በኋላ ሴቶቹ ወደ ውጭ ሀገር ለመሄድ ብዙ ገንዘብ እንደሚከፍሉና በማያውቁት ቋንቋ ውል እንደሚፈርሙ፣ ብዙ ጊዜም ከሀገር ሲወጡ ከደላሎች ገንዘብ ተበድረው ስለሚሄዱ ብድራቸውን እስኪከፍሉ እንደሚቆዩ እዚያ ከደረሱም በኋላ በቅጥር ሁኔታቸውና በሚሰሩት ስራ የሰብአዊ መብት ረገጣ እንደሚፈፀምባቸው፣ ከ18- 20 ሰዓታት ያለ እረፍት እንደሚሰሩና የሰሩበትንም ገንዘብ የማያገኙበት ወቅት እንደሚኖር አስረድተዋል።","[('ወይዘሪት', 'TTL'), ('ራኬብ', 'PER'), ('ሊባኖስ', 'LOC')]"
በዚህ ጉዳይ ላይ በሲቪክ ኢዱኬሽኑ ውይይት ላይ ወይዘሪት ራኬብ እንደገለፁት ደግሞ እ. ኤ. አ ከ1977- 99 ድረስ የስልሣ ሰባት ኢትዮጵያውያን አስክሬን ሀገር ውስጥ ገብቷል። ምክንያቱ በውል ባይታወቅም አሲድ እንደፈሰሰባቸው፣ ራሳቸውን ከፎቅ እንደወረወሩና በሌሎች ተመሳሳይ ሁኔታዎች እንደሞቱ ይገለፃል። በዚህ ዓመት በቅርቡ ሦስት ኢትዮጵያውያን ሊባኖስ ውስጥ ታርደዋል። ሁለቱ ሲሞቱ አንዷ ተርፋለች። የሚደርስባቸውን ችግር ባለመቋቋምም የአእምሮ ቀውስ የሚደርስባቸው አሉ። ብለዋል።,"[('እ. ኤ. አ ከ1977- 99', 'TIME'), ('ሊባኖስ', 'LOC')]"
እ. ኤ. አ በ1998 የሠራተኛና ማህበራዊ ጉዳይ ሚኒስቴር በሕገ ወጥ መንገድ የሚሄዱትን ሴቶች ቁጥር ለመቀነስ የአሰሪና ሠራተኞች፣ አገናኝ ወኪሎች በሕጋዊ መንገድ እንዲቋቋሙ ሁኔታዎችን የሚያመቻች ሕግ ቢወጣም ሕጉ ከወጣ አራት ዓመታት ባስቆጠረበት ሁኔታ ሕጋዊ ፍቃድ አውጥተው የሚንቀሳቀሱት ድርጅቶች አራት ብቻ እንደሆኑ በውይይቱ ላይ ተገልጿል።,"[('እ. ኤ. አ በ1998', 'ORG')]"
በአዲስ አበባ ዩኒቨርስቲ ተጨማሪ የሥራ ኃላፊዎችና መምህራን እየለቀቁ ናቸው,"[('በአዲስ አበባ ዩኒቨርስቲ', 'ORG')]"
ከአዲስ አበባ ዩኒቨርሲቲ ፕሬዚዳንቱና ሁለቱ ምክትል ፕሬዚዳንቶች ሥልጣናቸውን በገዛ ፈቃዳቸው ከለቀቁ ወዲህ፣ በተለይ ፕሮፌሰር እንድርያስ የዩኒቨርሲቲው ፕሬዚዳንት ሆኖ መሾም በይፋ ከተነገረ በኋላ ተጨማሪ የዩኒቨርሲቲው የሥራ ኃላፊዎችና መምህራን ሥራቸውን በገዛ ፈቃዳቸው እየለቀቁ መሆኑን በዩኒቨርሲቲው አካባቢ ያሉ የዜና ምንጮቻችን ገለጡ።,"[('ከአዲስ አበባ ዩኒቨርሲቲ', 'ORG'), ('ፕሮፌሰር', 'TTL'), ('እንድርያስ', 'PER')]"
በዜና ምንጮቻችን መሠረት የቀድሞው ፕሬዚዳንት ፕሮፌሰር ሞገሴ አሸናፊ፣ አሁን ከያዙት የፓቶባዮሎጂ ኢንስቲትዩት ኃላፊነት በፈቃዳቸው ለቀዋል። እንዲሁም የዩኒቨርሲቲው የጥናትና ምርምር ኃላፊ፣ የድህረ ምረቃ አስተባባሪ የሆኑት ፕሮፌሰር የማነ በራሳቸው ፈቃድ ሥራቸውን የለቀቁ ሲሆን ቀደም ሲል ሥራቸውን የለቀቁት የዩኒቨርሲቲው የሥራ ኃላፊዎች ከአዲሱ ፕሬዚዳንት ጋር ቀደም ሲል በያዙት አቋም አለመግባባት ውስጥ የገቡ በመሆኑ በዩኒቨርሲቲው ውስጥ ለመሥራት እንደሚቸገሩ ውስጥ አዋቂ ምንጮች ጠቁመዋል።,"[('ፕሮፌሰር', 'TTL'), ('ሞገሴ አሸናፊ', 'PER'), ('የፓቶባዮሎጂ ኢንስቲትዩት', 'ORG'), ('ፕሮፌሰር', 'TTL'), ('የማነ', 'PER')]"
የፕሮፌሰር እንድርያስን በፕሬዚዳንትነት መሾም ተከትሎ የዩኒቨርሲቲው የልዩ ልዩ ትምህርት ዲኖችና በተለይም ባለፉት ውይይቶች ሕሊናቸው የፈቀደውን የተናገሩ አንጋፋ ምሁራን ሥራ መልቀቃቸው እንደማይቀር ይገመታል። አሁን በፕሬዚዳንትነት በመንግሥት የተሾሙት ፕሮፌሰር እንድርያስ እሸቴ ከሌሎች ከስድስት ከማይበልጡ ጓደኞቻቸው ጋር ሆነው ከጠቅላላው መምህር ተቃራኒ የሆነ አቋም ይዘው የነበረ በመሆኑ የመምህራንን የሥራ ትብብር ያገኛሉ ተብሎ አይገመትም፤ እንደውስጥ አዋቂዎቹ እይታ።,"[('የፕሮፌሰር', 'TTL'), ('እንድርያስን', 'PER'), ('ፕሮፌሰር', 'TTL'), ('እንድርያስ እሸቴ', 'PER')]"
"ፕሮፌሰሩ ቀደም ሲል የኤርትራ ተፈናቃዮች የጥርስ ወርቃቸው ሳይቀር እየተነቀለ፣ በከፍተኛ እንግልት ሲባረሩ ወደ ኤርትራ ሄደው ከተመለሱ በኋላ"" ምንም የደረሰባቸው ጉዳት የለም"" ሲሉ የሰጡት ቃል፣ ጄኔራል ሀዬሎም አርአያ በተገደሉበት ምሽት"" አምባራስ"" በተባለ ሆቴል ከምሽቱ በሰባት ሰዓት አብረው መጠጥ ላይ የነበሩ መሆናቸው በሕዝብ ዘንድ የተለያዩ ጥርጣሬ አጋልጧቸዋል።","[('ጄኔራል', 'TTL'), ('ሀዬሎም አርአያ', 'PER')]"
ፕሮፌሰር እንድርያስ ከተባበሩት መንግሥታት ድርጅት አንድ የሥራ ክፍል ጠቀም ያለ ዶላርና ከዩኒቨርሲቲውም የተወሰነ ክፍያ እያገኙ በዩኒቨርሲቲው የሕግ ትምህርት ክፍል የፍልስፍና ትምህርት አስተማሪ እንደነበሩ ለማወቅ ተችሏል። በቅርቡም ከዩኒቨርስቲው በሚያገኙት ክፍያ ምክንያት ከዶ/ ር ተጠምቀ መሀሪ ጋር አለመግባባት ውስጥ ገብተው እንደነበረ ለማወቅ ተችሏል።,"[('ፕሮፌሰር', 'TTL'), ('እንድርያስ', 'PER'), ('ከተባበሩት መንግሥታት ድርጅት', 'ORG'), ('ከዶ/ ር', 'TTL'), ('ተጠምቀ መሀሪ', 'PER')]"
በአሁኑ ጊዜ በአዲስ አበባ ዩኒቨርሲቲ የተፈጠረው ቀውስ በሌሎችም ከፍተኛ የትምህርት ተቋሞችም እንዳይቀጥል ሥጋት አለ። ከዚሁ አንፃር በደቡብ ዩኒቨርሲቲ ተመሣሣይ አዝማሚያ መኖሩ እየተነገረ ነው።,"[('በአዲስ አበባ ዩኒቨርሲቲ', 'ORG'), ('በደቡብ ዩኒቨርሲቲ', 'ORG')]"
"የኔዘርላንድ የ"" ጤፍ"" ኩባንያ የጤፍ ባለቤትነት ፈቃድ ጠየቀ- ኢትዮጵያ ተቃውሞ ልታቀርብ ነው","[('የኔዘርላንድ የ"" ጤፍ"" ኩባንያ', 'ORG')]"
"በኢትዮጵያ አርሶ አደር ነባር ዕውቀት በየጊዜው እየተሻሻለ ለብዙሃኑ ሕዝብ የምግብ ፍጆታነት ሲውል የቆየውና አሁንም በመዋል ላይ ያለው ብቸኛው ሀገር በቀል ሀብታችን የጤፍ ዝርያ ከወሎ ተወስዶ ሆላንድ ውስጥ ከተራባና የተወሰነ ምርምር ተካሂዶበት በተገኘው የንጥረ ነገር ይዘት የተነሳ ራሱን"" የጤፍ"" ኩባንያ የሚል የኔዘርላን ድርጅት የባለቤትነት ፈቃድ (ፓተንት) እንዲሰጠው መጠየቁንና ይህም ኢትዮጵያን ማስቆጣቱን አንድ የሕይወታዊ ሀብት ጥበቃና ምርምር ኢንስቲትዩት የሥራ ኃላፊ አስታወቁ።","[('የሕይወታዊ ሀብት ጥበቃና ምርምር ኢንስቲትዩት', 'ORG')]"
"ኃላፊዋ ዶ/ ር መድኅን ዘውዱ በኢንስትቱትዩቱ የመድኃኒት ዕፅዋት ጥበቃና ዘለቄታዊ አጠቃቀም ፕሮጀክት አስተባባሪ ይህን ያስታወቁት የፓኖስ ኢትዮጵያ የተፈጥሮ አካባቢ ጥበቃ መድረክ መስከረም 19 ቀን 1996 ለመገናኛ ብዙሃን ባዘጋጀው ወርሃዊ የውይይት መድረክ ላይ"" ሥነ ጾታና ብዝሃ ሕይወት"" በሚል ርዕስ ባቀረቡት ጥናታዊ ጽሑፍ ላይ ነው።","[('ዶ/ ር', 'TTL'), ('መድኅን ዘውዱ', 'PER'), ('መስከረም 19 ቀን 1996', 'TIME')]"
ይህ የዓለም አቀፉን የብዝሃ ሕይወት ስምምነት የጣሰ ጥያቄ ውድቅ ካልተደረገና ፈቃዱ ከተሰጠው ለዘመናት ጤፍን በብቸኛ ባለቤትነት ሲያለማና ዝርያውንም ሲያሻሽል የቆየው የኢትዮጵያ አርሶ አደር ከእንግዲህ ጤፍ ለመዝራት ይህን ኩባንያ ማስፈቀድና ለአገልግሎቱም ክፍያ መፈጸም እንደሚኖርበት የጠቀሱት፣ ዶ/ ር መድህን ይህን ካላደረገ መዝራት እንደማይችል አስረድተዋል።,"[('ዶ/ ር', 'TTL'), ('መድህን', 'PER')]"
ኢትዮጵያ በዓለም ውስጥ ከሚገኙ 12 የብዝሀ ሕይወት መገኛ ሥፍራዎች አንዷ ልትሆን የበቃቸው አርሶ አደሩ ሲወርድ ሲዋረድ በመጣለት ነባር ዕውቀቱ ዝርያዎችን ከተለያዩ በሽታዎች ጠብቆ በማቆየቱ፣ ምሁራንም በተወሰነ ደረጃም ቢሆን ተመራምረው እዚህ ደረጃ በማድረሳቸው መሆኑ እየታወቀ ኩባንያው ከእኛው አገር በሕገወጥ መንገድ በወሰደው የጤፍ ዝርያ ላይ የተወሰነ ማሻሻያ በማድረጉ ብቻ የባለቤትነት ይገባኛል ጥያቄ ማቅረቡ አግባብ አለመሆኑን አስምረውበታል። ኩባንያው ብራዚል ሪዎዲ ጄኔሮ 168 አገሮች የፈረሙትንና የአጸደቁትን ዓለም አቀፍ የብዝሃ ሕይወት ስምምነት በመጣስ ሊያቀርብ የተዘጋጀውን የፓተንት ጥያቄ ለማክሸፍ የሕይወታዊ ሀብት ጥበቅና ምርምር ኢንስቲትዩትና የአካባቢ ጥበቃ ባለሥልጣን ከኢፌዴሪ የውጭ ጉዳይ ሚኒስቴር ጋር በመተባበር ፈቃዱ ለኩባንያው እንዳይሰጥ የተቃውሞ ደብዳቤ ለማቅረብ በዝግጅት ላይ መሆናቸውን ዶ/ ር መድኅን ጠቁመው፣ ሉአላዊ ሀብታችንን ከጥቃትና ከዘረፋ ለመከላከል በዋነኛነት የኢትዮጵያ ሕዝብና የመገናኛ ብዙሃን ባለሙያዎች አጥብቀው መታገል እንደሚኖርባቸው አሳስበዋል። በተለይ በሥራ ምክንያት በኤክስፐርትነት እንዲሁም በቱሪስትነት ወደ ሀገር ውስጥ የሚገቡና ለተወሰነ ጊዜ በጥናትና ምርምር ሰበብ በአገሪቱ ክፍሎች የሚቆዩ ዜጐች ከየአካባቢው በግዢም ሆነ በስጦታ የሚወስዱአቸውን የዕፅዋት፣ የአፈርና የማዕድን ውሃ ናሙናዎች ኅብረተሰቡ፣ ፖሊስና በተለይም በየመውጫ ኬላዎች የሚገኙ የጉምሩክና የፊናንስ ፖሊሶች ጥብቅ ቁጥጥርና ፍተሻ ማካሄድ እንደሚኖርባቸው የተናገሩት ዶ/ ር መድኅን፣ የጤፍ ዝርያውም ከአገር ወጥቶ የባለቤትነት ጥያቄ ሊቀርብበት የበቃው ህዝባችን ለፈረንጆች ካለው ቅን አስተሳሰብ በቂ ፍተሻ ባለማድረጉ ነው ብለዋል።,"[('ብራዚል ሪዎዲ ጄኔሮ', 'LOC'), ('ዶ/ ር', 'TTL'), ('መድኅን', 'PER'), ('ዶ/ ር', 'TTL'), ('መድኅን', 'PER')]"
